,tweet_id,airline_sentiment,text,processed_text,label,prediction,probability_negative,Probability_neutral,probability_positive
11412,568135319876468736,negative,Yes but I will nvr fly w/ @USAirways I missed my con flight bc of a coffeemaker on FT1892 Couldn't see my father be4 they put him in a coma,yes nvr fly w miss con flight bc coffeemaker ft couldnt see father be put coma,-1,-1,0.6537848136042206,0.15140076240060674,0.19481442399517288
8442,568255102567518208,negative,@JetBlue Finally starting to come out. 40 minutes and no communication is not acceptable. Letting me down today.,finally start come out minute no communication not acceptable let today,-1,-1,0.9487679351211752,0.043167979674742576,0.008064085204082269
7704,569332001720967168,positive,@JetBlue @L_Burley11 -- the best!!!,burley best,1,1,1.1714134890205429e-05,0.0017148281870106134,0.9982734576780993
500,567735941846937600,neutral,@VirginAmerica still waiting to see  @Starryeyes_Dev_  😞,still wait see dev,0,-1,0.9524550048922601,0.014894592687692715,0.032650402420047346
4982,569585343084650496,positive,"@SouthwestAir stewardess really funny! Now I could get the gent next to me to use some headphones, this would be the perfect flight!",stewardess really funny could get gent next use headphone would perfect flight,1,0,0.0759112035430267,0.6542993041142957,0.2697894923426778
12447,570183052401508352,neutral,@AmericanAir that's what is on my ticket and my confirmation email. Anything else?,thats ticket confirmation email anything else,0,0,0.25552767050320985,0.5426917301042153,0.2017805993925748
5724,568778115956092928,negative,@SouthwestAir What's up with the new in-flight WiFi service? Super crappy user experience. Miss the old provider. :(,whats new inflight wifi service super crappy user experience miss old provider,-1,-1,0.5910515317984775,0.316400904662582,0.0925475635389406
4188,567789435795861504,negative,@united customer service 👎,customer service,-1,-1,0.920610816240788,0.001729697462476349,0.07765948629673569
4891,569667805643034624,positive,“@SouthwestAir: Companion Pass. Because everyone deserves #RedCarpet treatment and a +1 (even if it's your mom). http://t.co/QjKL4aBprG”,companion pas everyone deserve redcarpet treatment even mom,1,0,0.11170310820962619,0.7175949020275677,0.17070198976280604
2891,568845539405656064,positive,@united thanks for prompt response.  Another hour to enjoy vacation! Perhaps a bug in the app as it still shows 2:55.,thanks prompt response another hour enjoy vacation perhaps bug app still show,1,1,0.1473221496579909,0.03577804812249105,0.8168998022195183
12399,570202097041305600,negative,@AmericanAir @superyan I did not get any compensation after Cancelled Flighting my departure TWICE and made me missed my own wedding.,not get compensation cancel flighting departure twice make missed wedding,-1,-1,0.8761187237551825,0.11342877291161252,0.010452503333204882
130,569642845516275712,negative,@VirginAmerica you are failing your customers because your check in process does not link to TSA pre-check.,fail customer check process not link tsa precheck,-1,-1,0.9439973616799326,0.05295963681503949,0.0030430015050275363
10215,569485181633089536,negative,@USAirways @AmericanAir  Also your on-hold message is trying to sell Valentines Day gifts.  Over a week Late Flight.  Sounds about right for USAir,also onhold message try sell valentine day gift week late flight sound right usair,-1,-1,0.6942792420449212,0.23591048422664126,0.06981027372843762
9132,570185347453329409,neutral,@USAirways I am a UK citizen. Is there a UK number I could try?,uk citizen uk number could try,0,0,0.1523907420810322,0.6980421760172708,0.1495670819016972
13653,569769643864408064,negative,@AmericanAir @robinreda being stuck two days in the airport is not something pretty normal. I am positive you can find a plane to Europe,stick two day airport not something pretty normal positive find plane europe,-1,-1,0.9161851939411303,0.048396765844241685,0.035418040214627904
13959,569686145275072512,negative,@AmericanAir - where are my bags? Baggage claim C25 or C26 (flt# 959)?? I can see the plane from here? Why does it take 25 min???,bags baggage claim c c flt see plane here take min,-1,-1,0.9756946605881168,0.015432990416638068,0.008872348995245215
3267,568562804837490688,negative,@united wasting time at baggage claim thanks to your dfw ground crew who checked my bag in without actually checking for space #frustrated,waste time baggage claim thanks dfw ground crew check bag without actually check space frustrate,-1,-1,0.9138737266476802,0.005141489843179685,0.08098478350914044
2637,568977696786673664,negative,“@united: @leigh_emery We don't like to hear this. Is there anything we can help with? Thanks. ^EY” another empty offer for help.,emery dont like hear this anything help with thanks ey another empty offer help,-1,-1,0.37314285885939524,0.30234945032944066,0.3245076908111639
5825,568571021554556929,negative,@SouthwestAir I tried to return to orig booked flt. told overbooked.Gng to diff dest.Feel like we were switched on purpose bec of overbook.,tried return orig book flt tell overbookedgng diff destfeel like switch purpose bec overbook,-1,0,0.26179312572672814,0.6482271194167973,0.0899797548564747
10798,568867930127114240,negative,@USAirways another squashed flight. Having to share my seat with another passenger is not@my idea of quality travel,another squash flight share seat another passenger not idea quality travel,-1,0,0.3018034092701462,0.6769902002209043,0.021206390508949433
6780,570280782373228544,neutral,@JetBlue Stop trying to make #fleek happen! #PointsMe,stop try make fleek happen pointsme,0,-1,0.5207114069700909,0.4210021667101632,0.05828642631974603
3963,567907430069329920,positive,@united :take note of this great example of @JetBlue actually making good for an extremely inconvenient situation. http://t.co/t3Gnk2N7LD,take note great example actually make good extremely inconvenient situation,1,1,0.007539592182990234,0.01017091273201229,0.9822894950849976
8795,567843811990376449,negative,@JetBlue so technically I could drive to JFK now and put in. Request for tomorrow's flight?,technically could drive jfk put in request tomorrow flight,-1,0,0.09639885450745608,0.8871908993138361,0.016410246178708007
